chr	cM_pos
3	86.6
3	86.8
3	87.0
3	87.2
3	87.4
3	87.6
3	87.8
3	88.0
3	88.2
3	88.4
3	88.6
3	88.8
3	89.0
3	89.2
3	89.4
3	89.6
3	89.8
3	90.0
3	90.2
3	90.4
3	90.6
3	90.8
3	91.0
3	91.2
3	91.4
3	91.6
3	91.8
3	92.0
3	92.2
3	92.4
3	92.6
3	92.8
3	93.0
3	93.2
3	93.4
3	93.6
3	93.8
3	94.0
3	94.2
3	94.4
3	94.6
3	94.8
3	95.0
3	95.2
3	95.4
3	95.6
3	95.8
3	96.0
3	96.2
3	96.4
3	96.6
3	96.8
3	97.0
3	97.2
3	97.4
3	97.6
3	97.8
3	98.0
3	98.2
3	98.4
3	98.6
3	98.8
3	99.0
3	99.2
3	99.4
3	99.6
3	99.8
3	100.0
3	100.2
3	100.4
3	100.6
3	100.8
3	101.0
3	101.2
3	101.4
3	101.6
3	101.8
3	102.0
3	102.2
3	102.4
3	102.6
3	102.8
3	103.0
3	103.2
3	103.4
3	103.6
3	103.8
3	104.0
3	104.2
3	104.4
3	104.6
3	104.8
3	105.0
3	105.2
3	105.4
3	105.6
3	105.8
3	106.0
3	106.2
3	106.4
3	106.6
3	106.8
3	107.0
3	107.2
3	107.4
3	107.6
3	107.8
3	108.0
3	108.2
3	108.4
3	108.6
3	108.8
3	109.0
3	109.2
3	109.4
3	109.6
3	109.8
3	110.0
3	110.2
3	110.4
3	110.6
3	110.8
3	111.0
3	111.2
3	111.4
3	111.6
3	111.8
3	112.0
3	112.2
3	112.4
3	112.6
3	112.8
3	113.0
3	113.2
3	113.4
3	113.6
3	113.8
3	114.0
3	114.2
3	114.4
3	114.6
3	114.8
3	115.0
3	115.2
3	115.4
3	115.6
3	115.8
3	116.0
3	116.2
3	116.4
3	116.6
3	116.8
3	117.0
3	117.2
3	117.4
3	117.6
3	117.8
3	118.0
3	118.2
3	118.4
3	118.6
3	118.8
3	119.0
3	119.2
3	119.4
3	119.6
3	119.8
3	120.0
3	120.2
3	120.4
3	120.6
3	120.8
3	121.0
3	121.2
3	121.4
3	121.6
3	121.8
3	122.0
3	122.2
3	122.4
3	122.6
3	122.8
3	123.0
3	123.2
3	123.4
3	123.6
3	123.8
3	124.0
3	124.2
3	124.4
3	124.6
3	124.8
3	125.0
3	125.2
3	125.4
3	125.6
3	125.8
3	126.0
3	126.2
3	126.4
3	126.6
3	126.8
3	127.0
3	127.2
3	127.4
3	127.6
3	127.8
3	128.0
3	128.2
3	128.4
3	128.6
3	128.8
3	129.0
3	129.2
3	129.4
3	129.6
3	129.8
3	130.0
3	130.2
3	130.4
3	130.6
3	130.8
3	131.0
3	131.2
3	131.4
3	131.6
3	131.8
3	132.0
3	132.2
3	132.4
3	132.6
3	132.8
3	133.0
3	133.2
3	133.4
3	133.6
3	133.8
3	134.0
3	134.2
3	134.4
3	134.6
3	134.8
3	135.0
3	135.2
3	135.4
3	135.6
3	135.8
3	136.0
3	136.2
3	136.4
3	136.6
3	136.8
3	137.0
3	137.2
3	137.4
3	137.6
3	137.8
3	138.0
3	138.2
3	138.4
3	138.6
3	138.8
3	139.0
3	139.2
3	139.4
3	139.6
3	139.8
3	140.0
3	140.2
3	140.4
3	140.6
3	140.8
3	141.0
3	141.2
3	141.4
3	141.6
3	141.8
3	142.0
3	142.2
3	142.4
3	142.6
3	142.8
3	143.0
3	143.2
3	143.4
3	143.6
3	143.8
3	144.0
3	144.2
3	144.4
3	144.6
3	144.8
3	145.0
3	145.2
3	145.4
3	145.6
3	145.8
3	146.0
3	146.2
3	146.4
3	146.6
3	146.8
3	147.0
3	147.2
3	147.4
3	147.6
3	147.8
3	148.0
3	148.2
3	148.4
3	148.6
3	148.8
3	149.0
3	149.2
3	149.4
3	149.6
3	149.8
3	150.0
3	150.2
3	150.4
3	150.6
3	150.8
3	151.0
3	151.2
3	151.4
3	151.6
3	151.8
3	152.0
3	152.2
3	152.4
3	152.6
3	152.8
3	153.0
3	153.2
3	153.4
3	153.6
3	153.8
3	154.0
3	154.2
3	154.4
3	154.6
3	154.8
3	155.0
3	155.2
3	155.4
3	155.6
3	155.8
3	156.0
3	156.2
3	156.4
3	156.6
3	156.8
3	157.0
3	157.2
3	157.4
3	157.6
3	157.8
3	158.0
3	158.2
4	-3.6
4	-3.4
4	-3.2
4	-3.0
4	-2.8
4	-2.6
4	-2.4
4	-2.2
4	-2.0
4	-1.8
4	-1.6
4	-1.4
4	-1.2
4	-1.0
4	-0.8
4	-0.6
4	-0.4
4	-0.2
4	0.0
4	0.2
4	0.4
4	0.6
4	0.8
4	1.0
4	1.2
4	1.4
4	1.6
4	1.8
4	2.0
4	2.2
4	2.4
4	2.6
4	2.8
4	3.0
4	3.2
4	3.4
4	3.6
4	3.8
4	4.0
4	4.2
4	4.4
4	4.6
4	4.8
4	5.0
4	5.2
4	5.4
4	5.6
4	5.8
4	6.0
4	6.2
4	6.4
4	6.6
4	6.8
4	7.0
4	7.2
4	7.4
4	7.6
4	7.8
4	8.0
4	8.2
4	8.4
4	8.6
4	8.8
4	9.0
4	9.2
4	9.4
4	9.6
4	9.8
4	10.0
4	10.2
4	10.4
4	10.6
4	10.8
4	11.0
4	11.2
4	11.4
4	11.6
4	11.8
4	12.0
4	12.2
4	12.4
4	12.6
4	12.8
4	13.0
4	13.2
4	13.4
4	13.6
4	13.8
4	14.0
4	14.2
4	14.4
4	14.6
4	14.8
4	15.0
4	15.2
4	15.4
4	15.6
4	15.8
4	16.0
4	16.2
4	16.4
4	16.6
4	16.8
4	17.0
4	17.2
4	17.4
4	17.6
4	17.8
4	18.0
4	18.2
4	18.4
4	18.6
4	18.8
4	19.0
4	19.2
4	19.4
4	19.6
4	19.8
4	20.0
4	20.2
4	20.4
4	20.6
4	20.8
4	21.0
4	21.2
4	21.4
4	21.6
4	21.8
4	22.0
4	22.2
4	22.4
4	22.6
4	22.8
4	23.0
4	23.2
4	23.4
4	23.6
4	23.8
4	24.0
4	24.2
4	24.4
4	24.6
4	24.8
4	25.0
4	25.2
4	25.4
4	25.6
4	25.8
4	26.0
4	26.2
4	26.4
4	26.6
4	26.8
4	27.0
4	27.2
4	27.4
4	27.6
4	27.8
4	28.0
4	28.2
4	28.4
4	28.6
4	28.8
4	29.0
4	29.2
4	29.4
4	29.6
4	29.8
4	30.0
4	30.2
4	30.4
4	30.6
4	30.8
4	31.0
4	31.2
4	31.4
4	31.6
4	31.8
4	32.0
4	32.2
4	32.4
4	32.6
4	32.8
4	33.0
4	33.2
4	33.4
4	33.6
4	33.8
4	34.0
4	34.2
4	34.4
4	34.6
4	34.8
4	35.0
4	35.2
4	35.4
4	35.6
4	35.8
4	36.0
4	36.2
4	36.4
4	36.6
4	36.8
4	37.0
4	37.2
4	37.4
4	37.6
4	37.8
4	38.0
4	38.2
4	38.4
4	38.6
4	38.8
4	39.0
4	39.2
4	39.4
4	39.6
4	39.8
4	40.0
4	40.2
4	40.4
4	40.6
4	40.8
4	41.0
4	41.2
4	41.4
4	41.6
4	41.8
4	42.0
4	42.2
4	42.4
4	42.6
4	42.8
4	43.0
4	43.2
4	43.4
4	43.6
4	43.8
4	44.0
4	44.2
4	44.4
4	44.6
4	44.8
4	45.0
4	45.2
4	45.4
4	45.6
4	45.8
4	46.0
4	46.2
4	46.4
4	46.6
4	46.8
4	47.0
4	47.2
4	47.4
4	47.6
4	47.8
4	48.0
4	48.2
4	48.4
4	48.6
4	48.8
4	49.0
4	49.2
4	49.4
4	49.6
4	49.8
4	50.0
4	50.2
4	50.4
4	50.6
4	50.8
4	51.0
4	51.2
4	51.4
4	51.6
4	51.8
4	52.0
4	52.2
4	52.4
4	52.6
4	52.8
4	53.0
4	53.2
4	53.4
4	53.6
4	53.8
4	54.0
4	54.2
4	54.4
4	54.6
4	54.8
4	55.0
4	55.2
4	55.4
4	55.6
4	55.8
4	56.0
4	56.2
4	56.4
4	56.6
4	56.8
4	57.0
4	57.2
4	57.4
4	57.6
4	57.8
4	58.0
4	58.2
4	58.4
4	58.6
4	58.8
4	59.0
4	59.2
4	59.4
4	59.6
4	59.8
4	60.0
4	60.2
4	60.4
4	60.6
4	60.8
4	61.0
4	61.2
4	61.4
4	61.6
4	61.8
4	62.0
4	62.2
4	62.4
4	62.6
4	62.8
4	63.0
4	63.2
4	63.4
4	63.6
4	63.8
4	64.0
4	64.2
4	64.4
4	64.6
4	64.8
4	65.0
4	65.2
4	65.4
4	65.6
4	65.8
4	66.0
4	66.2
4	66.4
4	66.6
4	66.8
4	67.0
4	67.2
4	67.4
4	67.6
4	67.8
4	68.0
4	68.2
4	68.4
4	68.6
4	68.8
4	69.0
4	69.2
4	69.4
4	69.6
4	69.8
4	70.0
4	70.2
4	70.4
4	70.6
4	70.8
4	71.0
4	71.2
4	71.4
4	71.6
4	71.8
4	72.0
4	72.2
4	72.4
4	72.6
4	72.8
4	73.0
4	73.2
4	73.4
4	73.6
4	73.8
4	74.0
4	74.2
4	74.4
4	74.6
4	74.8
4	75.0
4	75.2
4	75.4
4	75.6
4	75.8
4	76.0
4	76.2
4	76.4
4	76.6
4	76.8
4	77.0
4	77.2
4	77.4
4	77.6
4	77.8
4	78.0
4	78.2
4	78.4
4	78.6
4	78.8
4	79.0
4	79.2
4	79.4
4	79.6
4	79.8
4	80.0
4	80.2
4	80.4
4	80.6
4	80.8
4	81.0
4	81.2
4	81.4
4	81.6
4	81.8
4	82.0
4	82.2
4	82.4
4	82.6
4	82.8
4	83.0
4	83.2
4	83.4
4	83.6
4	83.8
4	84.0
4	84.2
4	84.4
4	84.6
4	84.8
4	85.0
4	85.2
4	85.4
4	85.6
4	85.8
4	86.0
4	86.2
4	86.4
4	86.6
4	86.8
4	87.0
4	87.2
4	87.4
4	87.6
4	87.8
4	88.0
4	88.2
4	88.4
4	88.6
4	88.8
4	89.0
4	89.2
4	89.4
4	89.6
4	89.8
4	90.0
4	90.2
4	90.4
4	90.6
4	90.8
4	91.0
4	91.2
4	91.4
4	91.6
4	91.8
4	92.0
4	92.2
4	92.4
4	92.6
4	92.8
4	93.0
4	93.2
4	93.4
4	93.6
4	93.8
4	94.0
4	94.2
4	94.4
4	94.6
4	94.8
4	95.0
4	95.2
4	95.4
4	95.6
4	95.8
4	96.0
4	96.2
4	96.4
4	96.6
4	96.8
4	97.0
4	97.2
4	97.4
4	97.6
4	97.8
4	98.0
4	98.2
4	98.4
4	98.6
4	98.8
4	99.0
4	99.2
4	99.4
4	99.6
4	99.8
4	100.0
4	100.2
4	100.4
4	100.6
4	100.8
4	101.0
4	101.2
4	101.4
4	101.6
4	101.8
4	102.0
4	102.2
4	102.4
4	102.6
4	102.8
4	103.0
4	103.2
4	103.4
4	103.6
4	103.8
4	104.0
4	104.2
4	104.4
4	104.6
4	104.8
4	105.0
4	105.2
4	105.4
4	105.6
4	105.8
4	106.0
4	106.2
4	106.4
4	106.6
4	106.8
4	107.0
4	107.2
4	107.4
4	107.6
4	107.8
4	108.0
4	108.2
4	108.4
4	108.6
4	108.8
4	109.0
4	109.2
4	109.4
4	109.6
4	109.8
4	110.0
4	110.2
4	110.4
4	110.6
4	110.8
4	111.0
4	111.2
4	111.4
4	111.6
4	111.8
4	112.0
4	112.2
4	112.4
4	112.6
4	112.8
4	113.0
4	113.2
4	113.4
4	113.6
4	113.8
4	114.0
4	114.2
4	114.4
4	114.6
4	114.8
4	115.0
4	115.2
4	115.4
4	115.6
4	115.8
4	116.0
4	116.2
4	116.4
4	116.6
4	116.8
4	117.0
4	117.2
4	117.4
4	117.6
4	117.8
4	118.0
4	118.2
4	118.4
4	118.6
4	118.8
4	119.0
4	119.2
4	119.4
4	119.6
4	119.8
4	120.0
4	120.2
4	120.4
4	120.6
4	120.8
4	121.0
4	121.2
4	121.4
4	121.6
4	121.8
4	122.0
4	122.2
4	122.4
4	122.6
4	122.8
4	123.0
4	123.2
4	123.4
4	123.6
4	123.8
4	124.0
4	124.2
4	124.4
4	124.6
4	124.8
4	125.0
4	125.2
4	125.4
4	125.6
4	125.8
4	126.0
4	126.2
4	126.4
4	126.6
4	126.8
4	127.0
4	127.2
4	127.4
4	127.6
4	127.8
4	128.0
4	128.2
4	128.4
4	128.6
4	128.8
4	129.0
4	129.2
4	129.4
4	129.6
4	129.8
4	130.0
4	130.2
4	130.4
4	130.6
4	130.8
4	131.0
4	131.2
4	131.4
4	131.6
4	131.8
4	132.0
4	132.2
4	132.4
4	132.6
4	132.8
4	133.0
4	133.2
4	133.4
4	133.6
4	133.8
4	134.0
4	134.2
4	134.4
4	134.6
4	134.8
4	135.0
4	135.2
4	135.4
4	135.6
4	135.8
4	136.0
4	136.2
4	136.4
4	136.6
4	136.8
4	137.0
4	137.2
4	137.4
4	137.6
4	137.8
4	138.0
4	138.2
4	138.4
4	138.6
4	138.8
4	139.0
4	139.2
4	139.4
4	139.6
4	139.8
4	140.0
4	140.2
4	140.4
4	140.6
4	140.8
4	141.0
4	141.2
4	141.4
4	141.6
4	141.8
4	142.0
4	142.2
4	142.4
4	142.6
4	142.8
4	143.0
4	143.2
4	143.4
4	143.6
4	143.8
4	144.0
4	144.2
4	144.4
4	144.6
4	144.8
4	145.0
4	145.2
4	145.4
4	145.6
4	145.8
4	146.0
4	146.2
4	146.4
4	146.6
4	146.8
4	147.0
4	147.2
4	147.4
4	147.6
4	147.8
4	148.0
4	148.2
5	-2.6
5	-2.4
5	-2.2
5	-2.0
5	-1.8
5	-1.6
5	-1.4
5	-1.2
5	-1.0
5	-0.8
5	-0.6
5	-0.4
5	-0.2
5	0.0
5	0.2
5	0.4
5	0.6
5	0.8
5	1.0
5	1.2
5	1.4
5	1.6
5	1.8
5	2.0
5	2.2
5	2.4
5	2.6
5	2.8
5	3.0
5	3.2
5	3.4
5	3.6
5	3.8
5	4.0
5	4.2
5	4.4
5	4.6
5	4.8
5	5.0
5	5.2
5	5.4
5	5.6
5	5.8
5	6.0
5	6.2
5	6.4
5	6.6
5	6.8
5	7.0
5	7.2
5	7.4
5	7.6
5	7.8
5	8.0
5	8.2
5	8.4
5	8.6
5	8.8
5	9.0
5	9.2
5	9.4
5	9.6
5	9.8
5	10.0
5	10.2
5	10.4
5	10.6
5	10.8
5	11.0
5	11.2
5	11.4
5	11.6
5	11.8
5	12.0
5	12.2
5	12.4
5	12.6
5	12.8
5	13.0
5	13.2
5	13.4
5	13.6
5	13.8
5	14.0
5	14.2
5	14.4
5	14.6
5	14.8
5	15.0
5	15.2
5	15.4
5	15.6
5	15.8
5	16.0
5	16.2
5	16.4
5	16.6
5	16.8
5	17.0
5	17.2
5	17.4
5	17.6
5	17.8
5	18.0
5	18.2
5	18.4
5	18.6
5	18.8
5	19.0
5	19.2
5	19.4
5	19.6
5	19.8
5	20.0
5	20.2
5	20.4
5	20.6
5	20.8
5	21.0
5	21.2
5	21.4
5	21.6
5	21.8
5	22.0
5	22.2
5	22.4
5	22.6
5	22.8
5	23.0
5	23.2
5	23.4
5	23.6
5	23.8
5	24.0
5	24.2
5	24.4
5	24.6
5	24.8
5	25.0
5	25.2
5	25.4
5	25.6
5	25.8
5	26.0
5	26.2
5	26.4
5	26.6
5	26.8
5	27.0
5	27.2
5	27.4
5	27.6
5	27.8
5	28.0
5	28.2
5	28.4
5	28.6
5	28.8
5	29.0
5	29.2
5	29.4
5	29.6
5	29.8
5	30.0
5	30.2
5	30.4
5	30.6
5	30.8
5	31.0
5	31.2
5	31.4
5	31.6
5	31.8
5	32.0
5	32.2
5	32.4
5	32.6
5	32.8
5	33.0
5	33.2
5	33.4
5	33.6
5	33.8
5	34.0
5	34.2
5	34.4
5	34.6
5	34.8
5	35.0
5	35.2
5	35.4
5	35.6
5	35.8
5	36.0
5	36.2
5	36.4
5	36.6
5	36.8
5	37.0
5	37.2
5	37.4
5	37.6
5	37.8
5	38.0
5	38.2
5	38.4
5	38.6
5	38.8
5	39.0
5	39.2
5	39.4
5	39.6
5	39.8
5	40.0
5	40.2
5	40.4
5	40.6
5	40.8
5	41.0
5	41.2
5	41.4
5	41.6
5	41.8
5	42.0
5	42.2
5	42.4
5	42.6
5	42.8
5	43.0
5	43.2
5	43.4
5	43.6
5	43.8
5	44.0
5	44.2
5	44.4
5	44.6
5	44.8
5	45.0
5	45.2
5	45.4
5	45.6
5	45.8
5	46.0
5	46.2
5	46.4
5	46.6
5	46.8
5	47.0
5	47.2
5	47.4
5	47.6
5	47.8
5	48.0
5	48.2
5	48.4
5	48.6
5	48.8
5	49.0
5	49.2
5	49.4
5	49.6
5	49.8
5	50.0
5	50.2
5	50.4
5	50.6
5	50.8
5	51.0
5	51.2
5	51.4
5	51.6
5	51.8
5	52.0
5	52.2
5	52.4
5	52.6
5	52.8
5	53.0
5	53.2
5	53.4
5	53.6
5	53.8
5	54.0
5	54.2
5	54.4
5	54.6
5	54.8
5	55.0
5	55.2
5	55.4
5	55.6
5	55.8
5	56.0
5	56.2
5	56.4
5	56.6
5	56.8
5	57.0
5	57.2
5	57.4
5	57.6
5	57.8
5	58.0
5	58.2
5	58.4
5	58.6
5	58.8
5	59.0
5	59.2
5	59.4
5	59.6
5	59.8
5	60.0
5	60.2
5	60.4
5	60.6
5	60.8
5	61.0
5	61.2
5	61.4
5	61.6
5	61.8
5	62.0
5	62.2
5	62.4
5	62.6
5	62.8
5	63.0
5	63.2
5	63.4
5	63.6
5	63.8
5	64.0
5	64.2
5	64.4
5	64.6
5	64.8
5	65.0
5	65.2
5	65.4
5	65.6
5	65.8
5	66.0
5	66.2
5	66.4
5	66.6
5	66.8
5	67.0
5	67.2
5	67.4
5	67.6
5	67.8
5	68.0
5	68.2
5	68.4
5	68.6
5	68.8
5	69.0
5	69.2
5	69.4
5	69.6
5	69.8
5	70.0
5	70.2
5	70.4
5	70.6
5	70.8
5	71.0
5	71.2
5	71.4
5	71.6
5	71.8
5	72.0
5	72.2
5	72.4
5	72.6
5	72.8
5	73.0
5	73.2
5	73.4
5	73.6
5	73.8
5	74.0
5	74.2
5	74.4
5	74.6
5	74.8
5	75.0
5	75.2
5	75.4
5	75.6
5	75.8
5	76.0
5	76.2
5	76.4
5	76.6
5	76.8
5	77.0
5	77.2
5	77.4
5	77.6
5	77.8
5	78.0
5	78.2
5	78.4
5	78.6
5	78.8
5	79.0
5	79.2
5	79.4
5	79.6
5	79.8
5	80.0
5	80.2
5	80.4
5	80.6
5	80.8
5	81.0
5	81.2
5	81.4
5	81.6
5	81.8
5	82.0
5	82.2
5	82.4
5	82.6
5	82.8
5	83.0
5	83.2
5	83.4
5	83.6
5	83.8
5	84.0
5	84.2
5	84.4
5	84.6
5	84.8
5	85.0
5	85.2
5	85.4
5	85.6
5	85.8
5	86.0
5	86.2
5	86.4
5	86.6
5	86.8
5	87.0
5	87.2
5	87.4
5	87.6
5	87.8
5	88.0
5	88.2
5	88.4
5	88.6
5	88.8
5	89.0
5	89.2
5	89.4
5	89.6
5	89.8
5	90.0
5	90.2
5	90.4
5	90.6
5	90.8
5	91.0
5	91.2
5	91.4
5	91.6
5	91.8
5	92.0
5	92.2
5	92.4
5	92.6
5	92.8
5	93.0
5	93.2
5	93.4
5	93.6
5	93.8
5	94.0
5	94.2
5	94.4
5	94.6
5	94.8
5	95.0
5	95.2
5	95.4
5	95.6
5	95.8
5	96.0
5	96.2
5	96.4
5	96.6
5	96.8
5	97.0
5	97.2
5	97.4
5	97.6
5	97.8
5	98.0
5	98.2
5	98.4
5	98.6
5	98.8
5	99.0
5	99.2
5	99.4
5	99.6
5	99.8
5	100.0
5	100.2
5	100.4
5	100.6
5	100.8
5	101.0
5	101.2
5	101.4
5	101.6
5	101.8
5	102.0
5	102.2
5	102.4
5	102.6
5	102.8
5	103.0
5	103.2
5	103.4
5	103.6
5	103.8
5	104.0
5	104.2
5	104.4
5	104.6
5	104.8
5	105.0
5	105.2
5	105.4
5	105.6
5	105.8
5	106.0
5	106.2
5	106.4
5	106.6
5	106.8
5	107.0
5	107.2
5	107.4
5	107.6
5	107.8
5	108.0
5	108.2
5	108.4
5	108.6
5	108.8
5	109.0
5	109.2
5	109.4
5	109.6
5	109.8
5	110.0
5	110.2
5	110.4
5	110.6
5	110.8
5	111.0
5	111.2
5	111.4
5	111.6
5	111.8
5	112.0
5	112.2
5	112.4
5	112.6
5	112.8
5	113.0
5	113.2
5	113.4
5	113.6
5	113.8
5	114.0
5	114.2
5	114.4
5	114.6
5	114.8
5	115.0
5	115.2
5	115.4
5	115.6
5	115.8
5	116.0
5	116.2
5	116.4
5	116.6
5	116.8
5	117.0
5	117.2
5	117.4
5	117.6
5	117.8
5	118.0
5	118.2
5	118.4
5	118.6
5	118.8
5	119.0
5	119.2
5	119.4
5	119.6
5	119.8
5	120.0
5	120.2
5	120.4
5	120.6
5	120.8
5	121.0
5	121.2
5	121.4
5	121.6
5	121.8
5	122.0
5	122.2
5	122.4
5	122.6
5	122.8
5	123.0
5	123.2
5	123.4
5	123.6
5	123.8
5	124.0
5	124.2
5	124.4
5	124.6
5	124.8
5	125.0
5	125.2
5	125.4
5	125.6
5	125.8
5	126.0
5	126.2
5	126.4
5	126.6
5	126.8
5	127.0
5	127.2
5	127.4
5	127.6
5	127.8
5	128.0
5	128.2
5	128.4
5	128.6
5	128.8
5	129.0
5	129.2
5	129.4
5	129.6
5	129.8
5	130.0
5	130.2
5	130.4
5	130.6
5	130.8
5	131.0
5	131.2
5	131.4
5	131.6
5	131.8
5	132.0
5	132.2
5	132.4
5	132.6
5	132.8
5	133.0
5	133.2
5	133.4
5	133.6
5	133.8
5	134.0
5	134.2
5	134.4
5	134.6
5	134.8
5	135.0
5	135.2
5	135.4
5	135.6
5	135.8
5	136.0
5	136.2
5	136.4
5	136.6
5	136.8
5	137.0
5	137.2
5	137.4
5	137.6
5	137.8
5	138.0
5	138.2
5	138.4
5	138.6
5	138.8
5	139.0
5	139.2
5	139.4
5	139.6
5	139.8
5	140.0
5	140.2
5	140.4
5	140.6
5	140.8
5	141.0
5	141.2
5	141.4
5	141.6
5	141.8
5	142.0
5	142.2
5	142.4
5	142.6
5	142.8
5	143.0
5	143.2
5	143.4
5	143.6
5	143.8
5	144.0
5	144.2
5	144.4
5	144.6
5	144.8
5	145.0
5	145.2
5	145.4
5	145.6
5	145.8
5	146.0
5	146.2
5	146.4
5	146.6
5	146.8
5	147.0
5	147.2
5	147.4
5	147.6
5	147.8
5	148.0
5	148.2
5	148.4
5	148.6
5	148.8
5	149.0
5	149.2
5	149.4
5	149.6
5	149.8
5	150.0
5	150.2
5	150.4
5	150.6
5	150.8
5	151.0
5	151.2
5	151.4
5	151.6
5	151.8
5	152.0
5	152.2
5	152.4
5	152.6
5	152.8
5	153.0
5	153.2
5	153.4
5	153.6
5	153.8
5	154.0
5	154.2
5	154.4
6	-1.4
6	-1.2
6	-1.0
6	-0.8
6	-0.6
6	-0.4
6	-0.2
6	0.0
6	0.2
6	0.4
6	0.6
6	0.8
6	1.0
6	1.2
6	1.4
6	1.6
6	1.8
6	2.0
6	2.2
6	2.4
6	2.6
6	2.8
6	3.0
6	3.2
6	3.4
6	3.6
6	3.8
6	4.0
6	4.2
6	4.4
6	4.6
6	4.8
6	5.0
6	5.2
6	5.4
6	5.6
6	5.8
6	6.0
6	6.2
6	6.4
6	6.6
6	6.8
6	7.0
6	7.2
6	7.4
6	7.6
6	7.8
6	8.0
6	8.2
6	8.4
6	8.6
6	8.8
6	9.0
6	9.2
6	9.4
6	9.6
6	9.8
6	10.0
6	10.2
6	10.4
6	10.6
6	10.8
6	11.0
6	11.2
6	11.4
6	11.6
6	11.8
6	12.0
6	12.2
6	12.4
6	12.6
6	12.8
6	13.0
6	13.2
6	13.4
6	13.6
6	13.8
6	14.0
6	14.2
6	14.4
6	14.6
6	14.8
6	15.0
6	15.2
6	15.4
6	15.6
6	15.8
6	16.0
6	16.2
6	16.4
6	16.6
6	16.8
6	17.0
6	17.2
6	17.4
6	17.6
6	17.8
6	18.0
6	18.2
6	18.4
6	18.6
6	18.8
6	19.0
6	19.2
6	19.4
6	19.6
6	19.8
6	20.0
6	20.2
6	20.4
6	20.6
6	20.8
6	21.0
6	21.2
6	21.4
6	21.6
6	21.8
6	22.0
6	22.2
6	22.4
6	22.6
6	22.8
6	23.0
6	23.2
6	23.4
6	23.6
6	23.8
6	24.0
6	24.2
6	24.4
6	24.6
6	24.8
6	25.0
6	25.2
6	25.4
6	25.6
6	25.8
6	26.0
6	26.2
6	26.4
6	26.6
6	26.8
6	27.0
6	27.2
6	27.4
6	27.6
6	27.8
6	28.0
6	28.2
6	28.4
6	28.6
6	28.8
6	29.0
6	29.2
6	29.4
6	29.6
6	29.8
6	30.0
6	30.2
6	30.4
6	30.6
6	30.8
6	31.0
6	31.2
6	31.4
6	31.6
6	31.8
6	32.0
6	32.2
6	32.4
6	32.6
6	32.8
6	33.0
6	33.2
6	33.4
6	33.6
6	33.8
6	34.0
6	34.2
6	34.4
6	34.6
6	34.8
6	35.0
6	35.2
6	35.4
6	35.6
6	35.8
6	36.0
6	36.2
6	36.4
6	36.6
6	36.8
6	37.0
6	37.2
6	37.4
6	37.6
6	37.8
6	38.0
6	38.2
6	38.4
6	38.6
6	38.8
6	39.0
6	39.2
6	39.4
6	39.6
6	39.8
6	40.0
6	40.2
6	40.4
6	40.6
6	40.8
6	41.0
6	41.2
6	41.4
6	41.6
6	41.8
6	42.0
6	42.2
6	42.4
6	42.6
6	42.8
6	43.0
6	43.2
6	43.4
6	43.6
6	43.8
6	44.0
6	44.2
6	44.4
6	44.6
6	44.8
6	45.0
6	45.2
6	45.4
6	45.6
6	45.8
6	46.0
6	46.2
6	46.4
6	46.6
6	46.8
6	47.0
6	47.2
6	47.4
6	47.6
6	47.8
6	48.0
6	48.2
6	48.4
6	48.6
6	48.8
6	49.0
6	49.2
6	49.4
6	49.6
6	49.8
6	50.0
6	50.2
6	50.4
6	50.6
6	50.8
6	51.0
6	51.2
6	51.4
6	51.6
6	51.8
6	52.0
6	52.2
6	52.4
6	52.6
6	52.8
6	53.0
6	53.2
6	53.4
6	53.6
6	53.8
6	54.0
6	54.2
6	54.4
6	54.6
6	54.8
6	55.0
6	55.2
6	55.4
6	55.6
6	55.8
6	56.0
6	56.2
6	56.4
6	56.6
6	56.8
6	57.0
6	57.2
6	57.4
6	57.6
6	57.8
6	58.0
6	58.2
6	58.4
6	58.6
6	58.8
6	59.0
6	59.2
6	59.4
6	59.6
6	59.8
6	60.0
6	60.2
6	60.4
6	60.6
6	60.8
6	61.0
6	61.2
6	61.4
6	61.6
6	61.8
6	62.0
6	62.2
6	62.4
6	62.6
6	62.8
6	63.0
6	63.2
6	63.4
6	63.6
6	63.8
6	64.0
6	64.2
6	64.4
6	64.6
6	64.8
6	65.0
6	65.2
6	65.4
6	65.6
6	65.8
6	66.0
6	66.2
6	66.4
6	66.6
6	66.8
6	67.0
6	67.2
6	67.4
6	67.6
6	67.8
6	68.0
6	68.2
6	68.4
6	68.6
6	68.8
6	69.0
6	69.2
6	69.4
6	69.6
6	69.8
6	70.0
6	70.2
6	70.4
6	70.6
6	70.8
6	71.0
6	71.2
6	71.4
6	71.6
6	71.8
6	72.0
6	72.2
6	72.4
6	72.6
6	72.8
6	73.0
6	73.2
6	73.4
6	73.6
6	73.8
6	74.0
6	74.2
6	74.4
6	74.6
6	74.8
6	75.0
6	75.2
6	75.4
6	75.6
6	75.8
6	76.0
6	76.2
6	76.4
6	76.6
6	76.8
6	77.0
6	77.2
6	77.4
6	77.6
6	77.8
6	78.0
6	78.2
6	78.4
6	78.6
6	78.8
6	79.0
6	79.2
6	79.4
6	79.6
6	79.8
6	80.0
6	80.2
6	80.4
6	80.6
6	80.8
6	81.0
6	81.2
6	81.4
6	81.6
6	81.8
6	82.0
6	82.2
6	82.4
